鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
前金區,建物,高雄市前金區五福三路31~60號,0.0,商,,,1060323,土地0建物1車位0,十層,12,其他,,鋼筋混凝土造,0720920,163.93,0,1,2,有,無,有,27778,169,,0.0,0,,RPPNMLQLLHMFFAE08CC
前鎮區,建物,高雄市前鎮區中山二路181~210號,0.0,,,,1060318,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,77.42,1,1,1,有,有,有,18000,232,,0.0,0,,RPVNMLRLLHMFFCE98CC
前鎮區,建物,高雄市前鎮區中山二路181~210號,0.0,,,,1060324,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,57.56999999999999,1,1,1,有,有,有,23000,400,,0.0,0,含管理費,RPWNMLRLLHMFFCE09CC
前鎮區,房地(土地+建物),高雄市前鎮區英德街19巷1~30號,34.8,住,,,1060319,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0731102,129.66,4,2,2,有,無,無,7500,58,,0.0,0,,RPOOMLRLLHMFFCE38CC
小港區,房地(土地+建物),高雄市小港區崇文路45巷1~30號,20.65,商,,,1060326,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0721219,66.69,5,2,2,有,無,無,11600,174,,0.0,0,,RPSOMLRLLHMFFCE78CC
苓雅區,建物,高雄市苓雅區四維三路241~270號,0.0,商,,,1060327,土地0建物1車位0,八層,12,辦公商業大樓,,鋼筋混凝土造,0781109,60.69,0,0,0,無,有,無,10000,165,,0.0,0,8樓為整層屋主自行隔間出租.續約2個月,RPXNMLRLLHMFFBE09CC
新興區,房地(土地+建物),高雄市新興區八德二路91~120號,21.56,商,,,1060327,土地1建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0810717,237.62,0,0,0,無,有,有,22000,93,,0.0,0,,RPUOMLRLLHMFFBE88CC
大寮區,土地,水源段691~720地號,900.0,農,,,1060325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,50,,0.0,0,,RPQNMLRLLHMFFLE86DC
岡山區,土地,岡山段211~240地號,132.0,商,,,1060303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,38000,288,,0.0,0,建物無保存登記,RPVNMLSLLHMFFFE76CC
鳥松區,房地(土地+建物),高雄市鳥松區汾陽路61~90號,42.3,住,,,1060325,土地1建物1車位0,全,2,透天厝,見其他登記事項,鋼筋混凝土造,1021210,42.82,0,0,0,無,無,無,6000,140,,0.0,0,,RPVNMLSLLHMFFIE07CC
三民區,建物,高雄市三民區天津街255巷1~30號,0.0,住,,,1060324,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0880115,114.63000000000001,2,0,1,有,有,有,19500,170,,0.0,0,,RPQNMLSLLHMFFDE68CC
鳳山區,土地,園尾段1~30地號,148.16,其他,,,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,67,,0.0,0,,RPUNMLSLLHMFFGE76CC
新興區,建物,高雄市新興區中山一路91~120號,0.0,商,,,1060327,土地0建物1車位0,八層,10,辦公商業大樓,,鋼筋混凝土造,0651124,32.03,0,0,0,無,有,無,6500,203,,0.0,0,8樓為整層屋主自行隔間出租,RPPNMLSLLHMFFBE38CC
苓雅區,建物,高雄市苓雅區海邊路31~60號,0.0,商,,,1060327,土地0建物1車位0,十四層,27,辦公商業大樓,商業用,鋼造,0860212,244.79,0,0,0,無,有,無,22524,92,,0.0,0,,RPRNMLSLLHMFFBE58CC
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,3.58,其他,,,1060325,土地1建物1車位0,四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,145.13,3,2,2,有,無,有,13500,93,,0.0,0,,RPSNMLSLLHMFFBE68CC
苓雅區,房地(土地+建物),高雄市新興區中正二路211~240號,22.17,商,,,1060309,土地1建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,0870714,538.75,0,0,0,無,無,有,150000,278,,0.0,0,,RPOOMLSLLHMFFBE38CC
苓雅區,房地(土地+建物),高雄市苓雅區憲政路31~60號,31.76,住,,,1060324,土地2建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0681217,80.94,2,1,2,有,無,有,19000,235,,0.0,0,,RPROMLSLLHMFFBE68CC
前金區,房地(土地+建物),高雄市前金區光復三街1~30號,46.0,商,,,1060315,土地1建物1車位0,全,2,透天厝,,加強磚造,0481119,84.68,3,2,2,有,無,無,18000,213,,0.0,0,,RPUOMLSLLHMFFAE88CC
前金區,建物,高雄市前金區自強三路235巷1~30號,0.0,商,,,1060322,土地0建物1車位0,見其它登記事項,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0860219,69.33,0,0,1,有,無,無,25000,361,,0.0,0,,RPPPMLSLLHMFFAE48CC
鼓山區,建物,高雄市鼓山區龍德路31~60號,15.3,住,,,1060327,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700425,128.0,3,2,2,有,無,有,12000,94,,0.0,0,,RPPNMLTLLHMFFAE38CC
前金區,房地(土地+建物),高雄市前金區自強一路1~30號,5.86,商,,,1060320,土地1建物1車位0,見其它登記事項,22,辦公商業大樓,住商用,鋼筋混凝土造,0840123,160.25,1,1,0,有,有,有,16000,100,,0.0,0,,RPOPMLTLLHMFFAE48CC
小港區,房地(土地+建物),高雄市小港區小港路151~180號,96.45,住,,,1060323,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0930909,52.36,0,1,1,有,無,無,25000,477,,0.0,0,,RPPNMLTLLHMFFCE58CC
苓雅區,房地(土地+建物),高雄市苓雅區民族二路121~150號,228.0,商,,,1060324,土地1建物1車位0,全,3,透天厝,,加強磚造,0481008,648.37,0,0,0,無,無,有,60000,93,,0.0,0,,RPTNMLTLLHMFFBE88CC
苓雅區,房地(土地+建物),高雄市苓雅區英義街331~360號,143.0,住,,,1060324,土地2建物2車位0,全,3,透天厝,,鋼筋混凝土造,0650106,184.0,8,5,3,有,無,無,25000,136,,0.0,0,,RPWNMLTLLHMFFBE56CC
苓雅區,建物,高雄市苓雅區三多二路181~210號,182.0,,,,1060328,土地0建物2車位0,全,5,透天厝,,鋼筋混凝土造,0680220,220.95,0,0,0,無,無,無,50000,226,,0.0,0,,RPVOMLTLLHMFFBE56CC
鳳山區,房地(土地+建物),高雄市鳳山區王生明路23巷1~30號,29.49,住,,,1060301,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0730615,106.48,3,2,3,有,無,有,10000,94,,0.0,0,,RPSNMLTLLHMFFGE66CC
三民區,房地(土地+建物),高雄市三民區十全二路61~90號,25.66,商,,,1060328,土地1建物1車位0,見其他登記事項,3,店面(店鋪),,加強磚造,0611108,63.42,0,0,0,無,無,無,20000,315,,0.0,0,,RPQNMLTLLHMFFDE78CC
三民區,建物,高雄市三民區義華路199巷3弄1~30號,0.0,住,,,1060329,土地0建物1車位0,八層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810817,110.63,3,2,2,有,有,無,10000,90,,0.0,0,,RPPOMLTLLHMFFDE78CC
三民區,建物,高雄市三民區大連街91~120號,0.0,住,,,1060323,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0790818,217.29000000000002,0,0,0,無,無,無,42000,193,,0.0,0,"3/28已公證撤銷,租約解除.",RPUOMLTLLHMFFDE66CC
三民區,建物,高雄市三民區鼎力路181~210號,0.0,住,,,1060316,土地0建物1車位0,全,4,透天厝,,鋼筋混凝土造,0771210,18.51,1,0,1,有,無,有,6000,324,,0.0,0,只承租二層的其中一間房間，租金含水費。,RPQOMLKMLHMFFDE08CC
三民區,房地(土地+建物),高雄市三民區大豐二路301~330號,25.0,住,,,1060329,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0680919,49.43,0,0,0,無,無,無,8000,162,,0.0,0,,RPROMLKMLHMFFDE18CC
鳳山區,房地(土地+建物),高雄市鳳山區鳳仁路91~120號,239.0,工,,,1060301,土地1建物1車位0,見其他登記事項,1,工廠,見其他登記事項,見其他登記事項,1060106,161.51,0,0,1,有,無,無,36000,,,0.0,0,,RPPOMLKMLHMFFGE28CC
仁武區,房地(土地+建物),高雄市仁武區仁勇路61~90號,18677.0,住,,,1060324,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1050530,415.54,5,2,6,有,無,無,68200,164,,0.0,0,,RPXNMLKMLHMFFIE56CC
仁武區,房地(土地+建物),高雄市仁武區仁勇路61~90號,186.78,住,,,1060324,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1050530,415.54,5,2,6,有,無,無,68200,164,,0.0,0,,RPOOMLKMLHMFFIE38CC
新興區,房地(土地+建物),高雄市新興區文橫一路25巷1~30號,69.0,商,,,1060325,土地2建物1車位0,全,2,透天厝,,加強磚造,0480912,76.72,0,0,0,無,無,有,25000,326,,0.0,0,,RPXNMLKMLHMFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,4.01,其他,,,1060329,土地1建物1車位0,三十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,94.57,2,2,1,有,無,有,10000,106,,0.0,0,,RPOOMLKMLHMFFBE67CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060325,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1700,,坡道平面,12.66,1700,,RPPOMLKMLHMFFBE77CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060323,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,14.64,2000,,RPSOMLKMLHMFFBE08CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060323,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,14.64,2000,,RPUOMLKMLHMFFBE28CC
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1060330,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1700,,坡道平面,12.66,1700,,RPVOMLKMLHMFFBE38CC
前鎮區,房地(土地+建物),高雄市前鎮區民權二路61~90號,6.85,其他,,,1060328,土地1建物1車位0,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780510,88.55,2,2,1,有,無,有,11000,124,,0.0,0,,RPTNMLKMLHMFFCE18CC
前鎮區,房地(土地+建物),高雄市前鎮區二聖二路271~300號,132.0,住,,,1060316,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680822,33.55,3,2,2,有,無,無,12000,358,,0.0,0,,RPWNMLLMLHMFFCE58CC
鼓山區,土地,龍華段八小段2401~2430地號,308.7,商,,,1060318,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,100000,324,,0.0,0,,RPTNMLLMLHMFFAE08CC
新興區,建物,高雄市新興區民享街61~90號,59.57,商,,,1060329,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,0780603,361.73,4,3,3,有,無,有,32000,88,,0.0,0,,RPPNMLLMLHMFFBE77CC
苓雅區,房地(土地+建物),高雄市苓雅區中山二路391~420號,88.0,商,,,1060323,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0770707,419.06,6,2,4,有,無,無,45000,107,,0.0,0,,RPRNMLLMLHMFFBE97CC
新興區,建物,高雄市新興區民生一路31~60號,0.0,,,,1060301,土地0建物1車位0,十九層,25,辦公商業大樓,商業用,鋼筋混凝土造,0810915,282.43,0,0,0,無,無,無,36000,127,,0.0,0,,RPXNMLLMLHMFFBE58CC
苓雅區,建物,高雄市苓雅區福建街61~90號,63.0,住,,,1060330,土地0建物1車位0,全,4,透天厝,,鋼筋混凝土造,0680108,172.49,0,0,0,無,無,無,25000,145,,0.0,0,,RPQOMLLMLHMFFBE97CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路121~150號,9.22,商,,,1060319,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031031,143.62,3,2,2,有,有,有,36000,251,坡道機械,12.44,0,,RPSOMLLMLHMFFBE18CC
新興區,房地(土地+建物),高雄市新興區復興一路61~90號,6.75,商,,,1060318,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,78.46000000000001,2,2,1,有,有,有,21000,268,,0.0,0,,RPTOMLLMLHMFFBE28CC
新興區,房地(土地+建物),高雄市新興區興華路61~90號,13.27,商,,,1060318,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960413,142.77,3,2,2,有,有,有,30000,210,,0.0,0,,RPWOMLLMLHMFFBE58CC
仁武區,房地(土地+建物),高雄市仁武區成功路91~120號,84.54,農,,,1060307,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0790917,161.86,4,2,3,有,無,無,10000,62,,0.0,0,,RPTNMLLMLHMFFIE88CC
岡山區,房地(土地+建物),高雄市岡山區大義二路91~120號,20.44,住,,,1060308,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0840916,157.78,3,2,3,有,無,無,14000,89,,0.0,0,租賃層次:一層至三層,RPSNMLLMLHMFFFE48CC
大寮區,房地(土地+建物),高雄市大寮區鳳林三路661~690號,120.0,住,,,1060329,土地2建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0671011,58.01,0,0,0,無,無,有,20000,345,,0.0,0,,RPQNMLLMLHMFFLE88CC
