編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLTLLHMFFDQ27CA,12,7.19,見其他登記事項,鋼筋混凝土造,94年8月15日,五層,
RPRNMLKMLHMFFDQ09CA,,164.98,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPSNMLKMLHMFFDQ56CA,,169.74,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPTNMLKMLHMFFDQ66CA,,154.22,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPUNMLKMLHMFFDQ76CA,,169.74,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPVNMLKMLHMFFDQ86CA,,169.74,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPWNMLKMLHMFFDQ96CA,,167.34,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPXNMLKMLHMFFDQ07CA,,167.34,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPOOMLKMLHMFFDQ88CA,,167.60,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPPOMLKMLHMFFDQ98CA,,154.22,見其他登記事項,鋼筋混凝土造,106年1月24日,三層,一層 二層 三層 見其他登記事項
RPPOMLKMLHMFFCQ88CA,,162.32,見其他登記事項,鋼筋混凝土造,105年12月27日,三層,一層 二層 三層 見其他登記事項
RPWNMLKMLHMFFCQ86CA,22,156.14,住商用,鋼筋混凝土造,84年5月8日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPRNMLLKMHMFFDQ56DA,20,157.96,見其他登記事項,鋼筋混凝土造,85年11月22日,四層,一層 二層 三層 四層
RPUOMLNKMHMFFDQ07CA,1,199.85,住家用,見其他登記事項,105年1月29日,四層,一層 二層 三層 四層
RPSOMLTKMHMFFDQ47CA,20,71.29,住家用,鋼筋混凝土造,86年5月24日,五層,四層
RPSOMLTKMHMFFDQ47CA,20,10.14,見其他登記事項,鋼筋混凝土造,86年5月24日,五層,
RPSOMLTKMHMFFDQ47CA,20,24.23,見其他登記事項,鋼筋混凝土造,86年5月24日,五層,
SPSOMLTKMHMFFDQ57CA,20,77.79,住家用,鋼筋混凝土造,86年5月24日,五層,四層
SPSOMLTKMHMFFDQ57CA,20,11.82,見其他登記事項,鋼筋混凝土造,86年5月24日,五層,
SPSOMLTKMHMFFDQ57CA,20,26.61,見其他登記事項,鋼筋混凝土造,86年5月24日,五層,
RPVNMLLMLHMFFDQ07DA,24,79.31,見其他登記事項,鋼筋混凝土造,82年4月1日,六層,四層
RPVNMLLMLHMFFDQ07DA,24,9.46,共有部分,鋼筋混凝土造,82年4月1日,六層,
RPVNMLLMLHMFFDQ07DA,24,9.21,共有部分,鋼筋混凝土造,82年4月1日,六層,
RPTNMLRJMHMFFEQ27CA,6,116.74,見其他登記事項,鋼筋混凝土造,99年11月5日,三層,一層 二層 三層 屋頂突出物
RPUNMLKMLHMFFCQ66CA,1,222.18,見其他登記事項,鋼筋混凝土造,104年11月13日,四層,一層 二層 三層 四層
RPRNMLRJMHMFFCQ86CA,23,90.80,住家用,鋼筋混凝土造,82年12月14日,七層,六層
RPRNMLRJMHMFFCQ86CA,23,9.47,共有部份,鋼筋混凝土造,82年12月14日,七層,
RPRNMLRJMHMFFCQ86CA,23,9.81,共有部份,鋼筋混凝土造,82年12月14日,七層,
RPUOMLQJMHMFFDQ27CA,35,162.85,住家用,鋼筋混凝土加強磚造,71年8月11日,三層,一層 二層 三層 騎樓
RPUNMLNKMHMFFDQ96CA,23,176.70,住家用,鋼筋混凝土造,83年6月20日,四層,一層 二層 三層 四層 地下層
